Salary Age_Indicator
1499.21321769809 1
1512.58516238708 1
1323.7815294484 1
1342.90111760416 1
1347.81170798275 1
1577.25209948839 1
1353.35877809107 1
1404.47363491701 1
1628.48864511902 1
1560.77410289406 1
1379.35236382109 1
1288.66885116893 1
1443.54862276987 1
1530.53097621736 1
1495.07543244973 1
1266.04192419848 1
1422.52850193747 1
1345.49288731094 1
1362.08414927376 1
1479.62136028314 1
1410.416983588 1
1489.96627441793 1
1389.79586172953 1
1332.98961363586 1
1495.41246803777 1
1278.52245565877 1
1406.05792958707 1
1358.4897449144 1
1412.06141946836 1
1459.51907481626 1
1214.82292031262 1
1431.17391538008 1
1356.86611224885 1
1473.6911501188 1
1473.42337405111 1
1266.31440699206 1
1493.46399985221 1
1360.08471260615 1
1394.87631193319 1
1435.97649616872 1
1282.04439954778 1
1466.83988177087 1
1438.51828742106 1
1453.78047157038 1
1590.49727301162 1
1385.08385937829 1
1397.30762436594 1
1579.47542253415 1
1153.75340845954 1
1354.30622404596 1
1278.25332276448 1
1407.52802871846 1
1520.77803646577 1
1505.08428888548 1
1459.08638220564 1
1466.54303747376 1
1431.04980910468 1
1347.45701836261 1
1361.70087526796 1
1442.73362678435 1
1391.90039470791 1
1414.78848208162 1
1416.66041021087 1
1295.21913491484 1
1328.96282032739 1
1454.77070430645 1
1456.38136282537 1
1486.13302795532 1
1326.74733454455 1
1326.12912391413 1
1450.92917883419 1
1314.04660578577 1
1541.71480859146 1
1311.99178648915 1
1495.99476950747 1
1464.61074186776 1
1419.8886705332 1
1402.07270824911 1
1377.99002756828 1
1458.18328782798 1
1579.75634637289 1
1557.93137926231 1
1434.37229269573 1
1370.03107410912 1
1167.0079903811 1
1338.3191576442 1
1346.59223651328 1
1385.26720663114 1
1212.6282387754 1
1220.49573499135 1
1173.71698358972 1
1300.08702698653 1
1373.2218859297 1
1361.37205521783 1
1539.82638601853 1
1336.90846111879 1
1400.46401187888 1
1426.88084863735 1
1392.67935955749 1
1392.32177963422 1
1379.53082849681 1
1444.30489973905 1
1495.0773742218 1
1387.4013670504 1
1512.00196037421 1
1424.08655599583 1
1417.69343800944 1
1430.44227482899 1
1458.33267604439 1
1342.80325012272 1
1606.18164765906 1
1406.29115471572 1
1215.70549277844 1
1425.35834592751 1
1389.97932021027 1
1237.59243113546 1
1410.62576139681 1
1428.06026120738 1
1502.53927868331 1
1397.19990198273 1
1377.95521065491 1
1174.75820052263 1
1550.4440509933 1
1372.37913686012 1
1413.68264792387 1
1370.72577290556 1
1502.09989753228 1
1622.08294804038 1
1420.62386970444 1
1575.61304859712 1
1281.55322610672 1
1462.23257893906 1
1413.67924819516 1
1661.99998080545 1
1363.79175058159 1
1277.24190275371 1
1265.36652688339 1
1478.87242993305 1
1442.09683408224 1
1359.8231114309 1
1492.80411429448 1
1496.51641248633 1
1233.48551248922 1
1294.49794889295 1
1407.86058630119 1
1472.53969828826 1
1394.49911626292 1
1439.23217739161 1
1535.06138599884 1
1448.7021750862 1
1410.71996488683 1
1476.63110461599 1
1348.398442916 1
1389.10420760706 1
1225.56637184083 1
1432.76655847451 1
1406.83360336481 1
1383.73531426257 1
1405.99116808591 1
1431.27426303332 1
1243.70041317505 1
1363.93984797566 1
1409.946450033 1
1463.10306003759 1
1498.66900369019 1
1524.41713355011 1
1535.57411659301 1
1504.12251840634 1
1249.97398216955 1
1453.99652229994 1
1438.34312362898 1
1524.59019863704 1
1450.92351584161 1
1333.73398028556 1
1434.77964966139 1
1417.17749158171 1
1439.05457880692 1
1609.9229156697 1
1314.09991214979 1
1395.61688987116 1
1371.7061970044 1
1573.86031675909 1
1402.16656082415 1
1431.2055273457 1
1345.04742167387 1
1351.42051388955 1
1291.1834863446 1
1600.21081751154 1
1393.10399940432 1
1534.52597862336 1
1295.00990412616 1
1418.97022170173 1
1357.98470494859 1
1422.40543071374 1
1531.73889073497 1
1422.96815179568 1
1392.97542548666 1
1415.87040965096 1
1493.39924722687 1
1519.56751912306 1
1391.43949551358 1
1485.60372694498 1
1445.90901875634 1
1577.1436851642 1
1525.29461556777 1
1579.49720409239 1
1451.11284463511 1
1393.73946854939 1
1436.00362486275 1
1329.48263834668 1
1470.36150608481 1
1328.56676003598 1
1447.4521867019 1
1414.82115933638 1
1402.02554757633 1
1145.80361526046 1
1400.89193868599 1
1246.58012982453 1
1398.07340440873 1
1260.05881836166 1
1536.62746364997 1
1454.71269237822 1
1234.14429529042 1
1384.94679164325 1
1321.07186899179 1
1354.37808338803 1
1258.97154818095 1
1491.81583351175 1
1437.14360087636 1
1345.62883272422 1
1438.92464403637 1
1525.10961796802 1
1238.91822319486 1
1289.39621770053 1
1319.53023295235 1
1267.3599479851 1
1521.39498840139 1
1378.39379804876 1
1348.40434042736 1
1342.97730735956 1
1356.81669047772 1
1548.84935750033 1
1338.5771296095 1
1432.45918569311 1
1372.99498418317 1
1376.24081036188 1
1481.90959966715 1
1403.44263709609 1
1308.45488716628 1
1425.59495333046 1
1359.62757607424 1
1460.53396363068 1
1503.60226778763 1
1306.41747587431 1
1461.4332651812 1
1446.23448051359 1
1418.49892089925 1
1421.83373621878 1
1492.34838353963 1
1504.65835437326 1
1285.112274216 1
1371.01518085349 1
1438.94067488117 1
1369.85538293885 1
1392.70718728359 1
1294.53827311001 1
1402.21497031186 1
1442.30263717585 1
1447.00179145957 1
1384.81806625116 1
1349.37789723132 1
1297.4858044717 1
1169.64876792185 1
1551.02872583415 1
1445.14743011932 1
1424.97415705877 1
1431.47773801804 1
1382.33339267908 1
1352.83748438619 1
1404.02049528119 1
1375.2607687816 1
1614.18811933446 1
1503.79039492728 1
1385.05398019625 1
1374.9339001948 1
1474.65809503975 1
1420.82965233183 1
1459.28695559177 1
1250.84074935977 1
1503.16454948986 1
1364.3968096095 1
1436.29759948486 1
1426.64973671052 1
1541.34326880544 1
1498.41606972394 1
1321.88726419585 1
1299.82865414775 1
1360.20654700642 1
1431.60408555201 1
1281.7801655372 1
1460.15046914677 1
1304.70967286334 1
1490.30618251963 1
1254.54973697857 1
1253.65114829514 1
1486.81388465037 1
1421.57351892795 1
1421.15965931866 1
1482.61754013582 1
1237.03522752458 1
1256.49173973386 1
1397.92987479484 1
1390.84382885198 1
1455.85859004115 1
1396.35730654123 1
1368.53618231431 1
1453.18824977552 1
1275.50541625264 1
1364.11745483845 1
1435.27125594842 1
1413.23000990415 1
1411.3750584999 1
1470.23562515905 1
1568.85237768301 1
1399.08039577311 1
1459.69768569298 1
1388.89762174042 1
1514.60910203178 1
1476.93046516149 1
1506.39243496893 1
1420.10122989748 1
1397.0145793808 1
1353.53880470441 1
1399.06460003499 1
1291.91220165282 1
1486.07025724999 1
1398.34272891277 1
1656.70175965285 1
1220.31012547679 1
1301.38499252 1
1460.13314130251 1
1489.54169772192 1
1373.70048799213 1
1460.91936809334 1
1413.3974977623 1
1282.66207747387 1
1345.81683732291 1
1283.25925564894 1
1591.30853501736 1
1478.79183280212 1
1495.49059529173 1
1427.79337156775 1
1435.45849622381 1
1361.39862615839 1
1313.86706493702 1
1162.33193332468 1
1364.21993281848 1
1421.85944456127 1
1577.63414947505 1
1441.58126984014 1
1188.06227417849 1
1372.6923256997 1
1491.99023876272 1
1316.70662578294 1
1451.10974925338 1
1460.01986822031 1
1354.86270307493 1
1398.99502635926 1
1566.27355947623 1
1330.39847054365 1
1487.47324679247 1
1401.98643063727 1
1427.21870188749 1
1213.69240097474 1
1329.62376228781 1
1536.20139015253 1
1339.24397418483 1
1338.96844348694 1
1555.15416802221 1
1446.56273588495 1
1316.17517216661 1
1517.27415340856 1
1463.40188070952 1
1510.89087371693 1
1463.03741902235 1
1411.72108098099 1
1450.36347522426 1
1297.90143959357 1
1353.40483987469 1
1490.09907626791 1
1348.91711210517 1
1521.34697537822 1
1459.55348674006 1
1371.15411620936 1
1378.56257252852 1
1287.01987692448 1
1545.9641926077 1
1654.41407737238 1
1400.49820012098 1
1340.86441780945 1
1245.80841201143 1
1413.12676492497 1
1402.18456010058 1
1308.65880710741 1
1331.64441397186 1
1620.1471176721 1
1431.32509314867 1
1545.04352608598 1
1303.13298311174 1
1493.80689773399 1
1420.78501457595 1
1322.46053557198 1
1392.57350734739 1
1233.6453230817 1
1399.98860488408 1
1348.06538708551 1
1395.90505641007 1
1275.77630321764 1
1639.5324331586 1
1387.71326413821 1
1316.21236364336 1
1467.23085411184 1
1377.05073752812 1
1329.69644277813 1
1449.0268869235 1
1389.81365926586 1
1383.55458173367 1
1599.93996017531 1
1293.73426179784 1
1388.22524445981 1
1560.79098428608 1
1348.07832551437 1
1383.93369933137 1
1360.28134758532 1
1299.42556012342 1
1161.16865469247 1
1327.15331874723 1
1398.75605605634 1
1670.07673016709 1
1432.87604113792 1
1377.24707541257 1
1323.02193159938 1
1404.48455078688 1
1428.99615014471 1
1415.26038072923 1
1506.21303493842 1
1537.46711618061 1
1461.40968526067 1
1542.76975937282 1
1402.4218972172 1
1498.62818737889 1
1462.72016270151 1
1431.18859473692 1
1287.65953187349 1
1615.35303777704 1
1552.10751301808 1
1352.26777666866 1
1492.17038074199 1
1398.27993874236 1
1364.03080521896 1
1135.94915134434 1
1292.62595413525 1
1422.01425370474 1
1443.52072795796 1
1483.05555250585 1
1495.32574978386 1
1404.81309563524 1
1505.42140807678 1
1403.87780341804 1
1366.62402226186 1
1279.73005407387 1
1549.08133063655 1
1479.93442876652 1
1412.26276441598 1
1486.19290820204 1
1264.04149765391 1
1591.43265268491 1
1362.87210688169 1
1268.96735297682 1
1749.45924046798 1
1364.34327024828 1
1297.55847999214 1
1434.74571859308 1
1477.04708888038 1
1307.13364702058 1
1267.31900339457 1
1384.57346404707 1
1262.04016304685 1
1298.00911385528 1
1348.58583682456 1
1357.39197944148 1
1438.32054248887 1
1404.5006039062 1
1288.23400924506 1
1240.53766097251 1
1377.50639976022 1
1494.48636753754 1
1494.17934097419 1
1441.94686657036 1
1388.72634157259 1
1401.5175642144 1
1330.53339152965 1
1480.89815050031 1
1407.84088348157 1
1381.29132819858 1
1335.73708251785 1
1506.52997363271 1
1337.25116197933 1
1408.74448199716 1
1636.14139359051 1
1279.96038670321 1
1323.23836209723 1
1505.29117934921 1
1378.8490219935 1
1472.89884662324 1
1594.94695306626 1
1489.64348577771 1
1368.61871252316 1
1409.80311505637 1
1461.82832432981 1
1313.08460412643 1
1264.38109672029 1
1285.12083381498 1
1413.71534404076 1
1197.47801515774 1
1217.52866043185 1
1328.86551696917 1
1643.89803948754 1
1585.85594391577 1
1437.37791581187 1
1482.51956045928 1
1531.58747748659 1
1555.96798127042 1
1523.91771683402 1
1287.78882103511 1
1428.2288816794 1
1283.47499326278 1
1407.86967841918 1
1234.67362194671 1
1203.23946093897 1
1528.72571380563 1
1222.16152713374 1
1372.07371965451 1
1424.76700545293 1
1380.75449481666 1
1337.35795605441 1
1687.05719766595 1
1400.42215731347 1
1124.71910158568 1
1392.37525917244 1
1506.16943427661 1
1550.22128450489 1
1581.17852498017 1
1409.73124320292 1
1455.33039368348 1
1360.2100755755 1
1368.74230845589 1
1283.57910851114 1
1388.98732030798 1
1377.0588660961 1
1391.73455656415 1
1635.01000595413 1
1250.21723129629 1
1553.06941789059 1
1402.74702681786 1
1385.07641637151 1
1262.38988668844 1
1449.87230984784 1
1444.36943669846 1
1139.9910381715 1
1452.16284180255 1
1415.88923700659 1
1410.11492126827 1
1521.3550175293 1
1552.65716806018 1
1538.24437957503 1
1401.35695248221 1
1229.51728930636 1
1348.31774572283 1
1500.37499376639 1
1498.2528766222 1
1417.37533076561 1
1453.77475635599 1
1333.95074706497 1
1325.14824402003 1
1298.22776242129 1
1344.62723651403 1
1518.52186611094 1
1273.69241692167 1
1531.49026848468 1
1356.99592915073 1
1216.159363436 1
1468.6896405833 1
1469.12157291231 1
1326.45952881934 1
1467.28326911762 1
1540.9308031667 1
1451.04267618593 1
1604.54729638846 1
1520.00962908655 1
1341.46496335082 1
1349.57031771328 1
1454.67851588237 1
1524.57482638291 1
1503.34289087501 1
1475.68281835113 1
1580.89809060216 1
1484.54679421772 1
1487.70567172493 1
1574.52889273136 1
1383.5247802042 1
1401.25177813777 1
1331.83093653008 1
1329.66967215027 1
1416.95239177714 1
1214.07920555641 1
1310.88338802977 1
1376.49884844391 1
1306.31929697715 1
1512.29576179471 1
1364.10929382188 1
1493.45968287943 1
1331.39912428776 1
1248.75819061615 1
1119.81598605455 1
1327.44289814583 1
1613.46721069344 1
1307.48689180258 1
1450.62757476135 1
1597.06828302753 1
1295.06445285043 1
1380.97976907299 1
1451.0640446058 1
1431.49937630235 1
1375.11773926328 1
1414.80197217424 1
1460.99995847182 1
1311.59123587781 1
1428.85512830107 1
1309.32181654272 1
1492.27779474919 1
1221.78895428097 1
1297.56161279435 1
1498.43136576543 1
1531.50967618367 1
1422.06496764877 1
1336.47866582835 1
1446.56899848637 1
1413.00901337731 1
1503.97691943527 1
1302.94285456864 1
1498.39763105175 1
1401.35754019039 1
1500.78608704161 1
1388.81500402273 1
1299.07152227784 1
1217.66352806572 1
1245.81478624186 1
1397.36524314004 1
1319.28567058392 1
1405.30251938442 1
1315.39418710921 1
1444.12075861834 1
1511.99885447763 1
1268.16681258172 1
1355.18263219003 1
1407.37778648674 1
1222.32668749297 1
1368.66337373548 1
1266.4973624922 1
1385.9920143852 1
1258.1264458021 1
1270.67444798942 1
1435.10469277228 1
1216.25103630307 1
1478.64535047682 1
1503.91386172382 1
1271.65422133206 1
1251.38089532072 1
1427.48961607998 1
1309.90139511731 1
1387.77781835933 1
1319.12219483482 1
1561.24426251303 1
1552.75147243222 1
1340.95327121876 1
1300.36322246896 1
1405.2426911233 1
1528.16724944491 1
1528.8052898561 1
1464.83137359541 1
1333.02391886017 1
1295.62633323709 1
1310.79037617581 1
1400.29468350452 1
1384.11545467499 1
1308.66193996982 1
1407.74869338709 1
1443.21965946288 1
1432.81004493975 1
1508.5885653371 1
1549.57298349676 1
1545.36922306403 1
1327.79377183954 1
1319.92505845387 1
1305.77920163757 1
1493.06922781512 1
1246.99308371024 1
1463.11479422817 1
1395.04105793785 1
1433.77761552941 1
1510.56675555683 1
1296.74631482256 1
1342.78003963531 1
1348.75659080543 1
1546.00941850718 1
1188.22856236947 1
1391.37664957956 1
1500.11716015619 1
1402.64743337256 1
1567.76039427751 1
1397.54857993398 1
1307.07153269239 1
1309.7673175611 1
1457.90712482963 1
1334.7362187734 1
1645.31564700922 1
1404.07417227051 1
1458.63205064696 1
1544.94060458302 1
1190.20493464676 1
1294.64392289144 1
1440.92300166132 1
1267.0831295604 1
1464.97571563831 1
1396.24157449049 1
1426.54998012827 1
1526.07159492059 1
1344.86121122713 1
1305.05616806052 1
1403.53745350145 1
1506.48804252813 1
1386.22377652159 1
1398.9306219072 1
1501.66518509013 1
1488.6077078308 1
1294.17612532936 1
1482.38908220832 1
1543.85882486343 1
1404.27002207171 1
1324.18568876605 1
1458.21935266308 1
1344.13558542131 1
1452.575277144 1
1282.42506466795 1
1368.26815425331 1
1392.53385438362 1
1380.88800721804 1
1328.90843947345 1
1397.53214915258 1
1350.57089989368 1
1389.54505950455 1
1441.26904729982 1
1229.29924409257 1
1383.5368736596 1
1278.69512047541 1
1381.66896962353 1
1343.89420022313 1
1399.56262859239 1
1230.2464419013 1
1295.48087329973 1
1429.17476231188 1
1566.65084862367 1
1419.58564798712 1
1323.32543616669 1
1346.60767365182 1
1405.12445394963 1
1390.60619799108 1
1422.29503340609 1
1392.36832977888 1
1293.83335336596 1
1300.13369184623 1
1270.03642699546 1
1234.46258595635 1
1335.85458080117 1
1393.35851793812 1
1425.42797435844 1
1403.74909548027 1
1236.94775536486 1
1514.87569019798 1
1504.36632807851 1
1327.84266225218 1
1163.17822440983 1
1567.67464388546 1
1362.07115191248 1
1467.88195615375 1
1438.4666654931 1
1411.34922541671 1
1218.85687774829 1
1456.59431420727 1
1380.8528426616 1
1541.44293820472 1
1254.57453110665 1
1395.5215605247 1
1420.11890960826 1
1432.63822633315 1
1440.89643473409 1
1477.36651313456 1
1495.4476818138 1
1403.30187580789 1
1422.16108081572 1
1451.70325636601 1
1294.94903704355 1
1284.7739236816 1
1311.04826172026 1
1433.31518437382 1
1352.49372018606 1
1268.29176956685 1
1467.12893054464 1
1217.77270533847 1
1424.51711313457 1
1483.62208245178 1
1164.06868653036 1
1499.04006221413 1
1347.2914082278 1
1494.53185355418 1
1466.5798838474 1
1442.31326699185 1
1381.70232917283 1
1246.3192093424 1
1406.8298275748 1
1273.70446768202 1
1458.27215815366 1
1321.48927944301 1
1563.98814522386 1
1264.65067280474 1
1354.30653056209 1
1461.37224411279 1
1611.74419399786 1
1516.8900757244 1
1311.42758617923 1
1493.18628188598 1
1537.87489963606 1
1348.68800292395 1
1484.13315524138 1
1325.65460678715 1
1416.2441583768 1
1655.97258522639 1
1515.67875816683 1
1551.06525559704 1
1448.49868211773 1
1426.64148706575 1
1503.09561344954 1
1449.03284739565 1
1470.77579824482 1
1267.55058911421 1
1421.10565102942 1
1554.81965845418 1
1453.51753515675 1
1398.84526994246 1
1504.08010839246 1
1480.34806023359 1
1486.64259003477 1
1340.31732949309 1
1338.15833958001 1
1529.60722694483 1
1381.85879098025 1
1500.7624195984 1
1303.67890544557 1
1485.54275139578 1
1421.13352374473 1
1479.78847919088 1
1318.79788230434 1
1470.95451782599 1
1190.4793196653 1
1436.46106669717 1
1380.74395841698 1
1384.49111490224 1
1313.95480560496 1
1678.84113851716 1
1423.08382789796 1
1494.86427445473 1
1501.29258339662 1
1399.81543504814 1
1452.08424202212 1
1328.12099706689 1
1354.97410404358 1
1285.14985363008 1
1378.81855998937 1
1277.37377916486 1
1529.47428003155 1
1441.28658029899 1
1499.41604783967 1
1442.32302466287 1
1454.77724290856 1
1524.93435079309 1
1526.65768942169 1
1653.57868468227 1
1399.52710887062 1
1327.95454422866 1
1404.10949532007 1
1334.57965204989 1
1503.128636456 1
1355.67403717063 1
1307.01375811105 1
1562.68289367242 1
1354.4775207247 1
1255.51927994147 1
1361.3222597168 1
1303.28398702505 1
1431.67977275721 1
1545.59618438687 1
1368.65565117984 1
1218.84394412355 1
1432.51604737955 1
1286.2549121328 1
1471.52769830665 1
1364.49750754544 1
1302.61650993968 1
1261.19275954166 1
1470.82005398079 1
1384.23863930685 1
1335.15854206247 1
1313.43029951497 1
1383.66979645339 1
1627.0031464118 1
1551.07125554767 1
1364.2263826322 1
1520.12930819709 1
1586.29841403656 1
1208.05322613081 1
1503.6230444134 1
1436.22774656412 1
1377.07737432909 1
1494.99326803103 1
1409.99301620225 1
1498.94033970338 1
1397.15153171921 1
1279.3640868153 1
1396.22695170901 1
1374.69126655418 1
1351.26760872106 1
1274.23496103466 1
1395.19940656105 1
1509.55567685605 1
1388.18523802758 1
1492.4923545375 1
1290.7010665311 1
1426.17769423788 1
1301.95195406099 1
1253.13424962636 1
1345.53340320281 1
1505.93911232833 1
1437.95728182186 1
1496.41410314221 1
1396.03687531562 1
1719.77322225026 1
1525.69284971084 1
1553.837744172 1
1388.39189632728 1
1494.09523456859 1
1328.2749218291 1
1558.94538636253 1
1385.03243060539 1
1465.02936295944 1
1385.04987775335 1
1312.531385314 1
1326.2722942069 1
1476.58489305624 1
1364.13826334287 1
1409.93509107119 1
1323.83663077517 1
1314.31056686204 1
1397.07244792545 1
1345.58416472591 1
1368.56749686187 1
1256.14282506334 1
1460.76560961526 1
1315.8339962377 1
1340.71613532018 1
1532.53354518184 1
1557.65403538776 1
1344.28506938257 1
1475.9904774692 1
1325.30715861592 1
1429.29044270366 1
1452.44238352166 1
1404.3283658682 1
1372.61990680197 1
1390.08871381312 1
1437.30164148563 1
1471.53450205799 1
1322.28166983609 1
1292.64202298631 1
1392.61955312425 1
1449.68763153068 1
1303.56847379582 1
1551.63133796887 1
1443.55436569611 1
1535.04529539161 1
1524.61353542916 1
1207.71785423026 1
1390.13414744596 1
1496.47871661166 1
1360.71789563708 1
1429.42316920123 1
1286.22227577541 1
1394.0102859357 1
1401.76200534944 1
1408.31764437383 1
1492.11339344971 1
1291.99420945928 1
1323.78977681347 1
1391.0782973471 1
1430.52393570995 1
1281.27141204108 1
1381.24162233998 1
1330.79487616701 1
1390.99240653323 1
1167.59294832109 1
1304.57528399505 1
1465.51472448846 1
1419.95749072415 1
1533.4198387697 1
1387.3717544618 1
1322.47747505172 1
1563.42654385914 1
1344.16670169373 1
1285.59351010307 1
1390.83302140378 1
1385.42948180284 1
1277.06411302626 1
1277.25182831946 1
1468.00797872726 1
1341.17601752287 1
1351.91240714018 1
1590.80884262235 1
1425.99226310762 1
1326.22603348126 1
1589.0458874096 1
1444.70872316385 1
1217.76432484128 1
1455.98010689482 1
1437.11414499056 1
1264.69343251637 1
1416.34030955497 1
1498.20817339195 1
1454.52478770919 1
1470.15525446264 1
1469.95871297364 1
1380.33560568687 1
1533.44192642236 1
1556.92661483231 1
1544.74199227984 1
1393.98899300608 1
1431.08781018631 1
1367.25248973777 1
1403.59753870663 1
1410.87569083659 1
1396.0683167666 1
1279.49393972033 1
1351.60381593366 1
1372.19747273527 1
1329.65799595755 1
1334.35969610648 1
1311.01696566206 1
1697.83781312896 1
1334.47375131694 1
1447.76443964419 1
1445.60838809626 1
1297.42694934736 1
1257.3722045018 1
1233.47604596456 1
1362.41149331176 1
1342.89062693999 1
1528.886858018 1
1329.34856656365 1
1543.3830391411 1
1348.18280782227 1
1345.15819474189 1
1563.8923883483 1
1372.96298009043 1
1488.55876091044 1
1551.36312035437 1
1296.32195189177 1
1522.51725909589 1
1408.24098947008 1
1446.23093560861 1
1350.45342150997 1
1338.84861914494 1
1245.54931868641 1
1325.76766911622 1
1264.38075220648 1
1460.78699872941 1
1412.46990504152 1
1480.83277754043 1
1257.54395346698 1
1418.36841572045 1
1383.84315939559 1
1529.8530022468 1
1549.63378672077 1
1292.07629446694 1
1388.20229987804 1
1285.25126180728 1
1483.66577311434 1
1522.81419371877 1
1337.59777348874 1
1325.87499933079 1
1434.1869788223 1
1351.08940072588 1
1443.88086364334 1
1302.49630458895 1
1417.84409930358 1
1236.07950551749 1
1262.20790553859 1
1413.51430068223 1
1465.41519469491 1
1419.5236505248 1
1321.99435664579 1
1360.79788896286 1
1283.4492579605 1
1453.28048052384 1
1439.39467944091 1
1407.89644149078 1
1318.99060515707 1
1492.96175250509 1
1495.87967617176 1
1561.96848223407 1
1299.7509174769 1
1381.22347919192 1
1460.96175932815 1
1472.31824179961 1
1264.94717263315 1
1356.81953682267 1
1460.41786439501 1
1366.01713678616 1
1386.5224888452 1
1477.50137675793 1
1275.62879739356 1
1239.38225771311 1
1478.98804765864 1
1281.3056450739 1
1461.74923484356 1
1301.88496882322 1
1466.50323614716 1
1408.79145128026 1
1329.89248739392 1
1387.47944155237 1
1364.2036908121 1
1290.41453603878 1
1378.88011686042 1
1517.24079966633 1
1426.87528239698 1
1433.44515426689 1
1332.27371726301 1
1204.22642570694 1
1275.93712001553 1
1492.69202498189 1
1329.06292960516 1
1368.60998618817 1
1511.55451413157 1
1588.62395586798 1
1289.6361047028 1
1546.82036728958 1
1359.87636030996 1
1307.15495165055 1
1319.31721299869 1
1441.45787577647 1
1416.35790541523 1
1483.78628736962 1
1459.88146035431 1
1294.75031466487 1
1427.37508868919 1
1435.52683280385 1
1375.30459948584 1
1296.15306980609 1
1438.52034628788 1
1451.75606384514 1
1397.71434177978 1
1242.96054545115 1
1306.51819693544 1
1399.86053166378 1
1310.79273677443 1
1374.5024371012 1
1344.42371458751 1
1567.15233420179 1
1381.31796362771 1
1457.15739932372 1
1298.52273843516 1
1610.55868801955 1
1401.285758714 1
1548.77129297353 1
1181.21604157736 1
1418.76647048518 1
1519.63315949454 1
1546.64810825043 1
1524.12708345919 1
1402.09693373992 1
1408.49863189556 1
1381.83077404326 1
1306.17409167934 1
1322.56853467797 1
1287.18223360003 1
1417.57856304201 1
1350.8094983358 1
1443.68809114752 1
1469.92058100299 1
1279.54648551676 1
1469.42554342032 1
1311.97144091952 1
1299.32547772532 1
1701.99108000514 1
1385.08130520795 1
1453.45066523449 1
1523.04818075038 1
1524.64264477322 1
1483.48825775143 1
1323.64789962794 1
1372.0852256565 1
1456.08389380362 1
1456.36941299748 1
1505.67765211345 1
1522.03212438894 1
1505.15392456478 1
1390.54895634611 1
1228.42729424862 1
1466.38734437252 1
1475.24407861371 1
1421.65198270239 1
1333.22129867178 1
1401.50676923436 1
1553.14571607058 1
1512.72036614311 1
1340.62358161412 1
1432.48272771122 1
1412.15418240115 1
1471.94569390091 1
1416.4980696763 1
1569.07937934556 1
1423.16133226102 1
1451.22455964813 1
1479.8286666112 1
1303.33222927121 1
1365.49704859435 1
1407.73970667047 1
1262.51833599988 1
1356.02174458909 1
1414.49331358837 1
1349.56059748333 1
1446.49827547455 1
1339.94320871957 1
1349.04753580877 1
1326.98541953844 1
1494.00968989838 1
1171.92849182618 1
1251.21950499153 1
1437.77878302397 1
1421.92039872055 1
1404.40274591499 1
1733.01782549591 1
1384.31181290961 1
1421.92468920074 1
1460.93869509214 1
1502.46024107203 1
1355.14127993107 1
1394.63500834321 1
1332.77735465898 1
1457.67113514893 1
1479.32291054134 1
1518.87592652497 1
1231.0620674866 1
1487.38745322829 1
1531.16408977128 1
1263.05076276798 1
1233.7834566082 1
1379.25233892839 1
1550.53633364859 1
1521.29843141589 1
1439.816300393 1
1248.07241271799 1
1422.23605520998 1
1474.17876269168 1
1449.53412932761 1
1366.90126574799 1
1453.69899479889 1
1617.03048468955 1
1394.81052904326 1
1583.73249517755 1
1449.90574935387 1
1260.05895144494 1
1409.59932637568 1
1286.4276397443 1
1484.43532108227 1
1309.08452464975 1
1325.49446825644 1
1413.46083785459 1
1519.21059164943 1
1634.85523892952 1
